,lat,lng,name,biz_id,address,type_class,type_name,type_custom,hours
1238,55.689024,37.579829,Салон красоты Osoba lab,1306511797,"Россия, Москва, улица Гримау, 9, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1239,55.68993,37.554307,Asn fitness,64406006435,"Россия, Москва, улица Вавилова, 54, корп. 4",fitness,"Спортивный, тренажёрный зал",sport,"пн-пт 08:00–22:00; сб,вс 10:00–21:00"
1240,55.736883,37.623968,Молекула Красоты,235599178198,"Россия, Москва, улица Большая Ордынка, 38, стр. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1241,55.728965,37.570082,Аляска,1390266163,"Россия, Москва, Малая Пироговская улица, 13, стр. 1",hairdressers,Барбершоп,beauty,"ежедневно, 10:00–22:00"
1242,55.704785,37.642547,Зеркальный лабиринт,1802836246,"Россия, Москва, Автозаводская улица, 18",attraction,Развлекательный центр,entertainment,"ежедневно, 10:00–22:00"
1243,55.65871,37.741699,Торговый комплекс Л-153,1030374391,"Россия, Москва, Люблинская улица, 153",malls,Торговый центр,malls,"ежедневно, 10:00–22:00"
1244,55.704074,37.740778,Российский центр Капоэйры,163466989078,"Россия, Москва, 8-я улица Текстильщиков, 8",fitness,"Спортивный клуб, секция",sport,"ср,пт 15:00–21:00, перерыв 18:00–20:00"
1245,55.684428,37.622162,КОФЕПОРТ,160537841028,"Россия, Москва, Варшавское шоссе, 26",cafe,Кофейня,cafe,пн-пт 08:00–18:30
1246,55.718846,37.597405,На Волне,170095000787,"Россия, Москва, Ленинский проспект, 19, стр. 1",fitness,Фитнес-клуб,sport,"пн-пт 10:00–22:00; сб,вс 10:00–19:00"
1247,55.753179,37.635745,Федеральная корпорация по развитию малого и среднего предпринимательства,1326258300,"Россия, Москва, Славянская площадь, 4, стр. 1",office service,Бизнес-консалтинг,business,пн-пт 10:00–19:00
1248,55.734184,37.618886,Costa Coffee,1046572454,"Россия, Москва, улица Большая Полянка, 30",cafe,Кофейня,cafe,"пн-ср 07:30–22:00; чт 07:30–18:00; пт 10:00–21:00; сб,вс 09:00–21:00"
1249,55.740226,37.521741,Клиника 12,1177360941,"Россия, Москва, улица 1812 года, 8, корп. 1",medicine,"Медцентр, клиника",medicine,пн-сб 10:00–21:00
1250,55.747235,37.535009,Touch of matcha,155828842463,"Россия, Москва, Пресненская набережная, 10с2",cafe,Кафе,cafe,"пн-пт 09:00–22:00; сб,вс 10:00–22:00"
1251,55.745414,37.627525,Арка,1698831469,"Россия, Москва, Пятницкая улица, 5",malls,Торговый центр,malls,"ежедневно, 10:00–20:00"
1252,55.724251,37.673484,Бизнес-Информация-Консалтинг,1019143369,"Россия, Москва, 1-я Дубровская улица, 13А, стр. 2",office service,Бизнес-консалтинг,business,пн-пт 09:00–18:00
1253,55.704669,37.615328,Школа сервиса Романа Тырсина,7214311495,"Россия, Москва, Духовской переулок, 17, стр. 11",college,Бизнес-школа,business,"пн-пт 10:00–19:00; сб,вс 10:00–17:00"
1254,55.709226,37.580005,МБУ СЦ Космос,98732234521,"Россия, Москва, Ленинский проспект, 32",fitness,"Спортивный, тренажёрный зал",sport,пн-сб 10:00–22:00
1255,55.740317,37.627998,Салон красоты и здоровья Версайс,1259206988,"Россия, Москва, Пятницкая улица, 30, стр. 1",spa,Салон красоты,beauty,пн-сб 10:00–22:00; вс 12:00–20:00
1256,55.709138,37.654118,Management Attitude,1162815111,"Россия, Москва, улица Ленинская Слобода, 19",office service,Агентство недвижимости,services,пн-пт 10:00–19:00
1257,55.709247,37.627121,Зеркала Тульская,106232662844,"Россия, Москва, Холодильный переулок, 3, корп. 1, стр. 3",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1258,55.745889,37.549278,Салон красоты Joli lux beauty club,11001157252,"Россия, Москва, Кутузовский проспект, 22",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1259,55.702089,37.675559,Алонта,1092954906,"Россия, Москва, улица Трофимова, 22к1",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
1260,55.709232,37.627274,Салон красоты Beauty Frunze,187045734994,"Россия, Москва, Холодильный переулок, 3, корп. 1, стр. 3",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1261,55.73846,37.658967,Бизнес Лидер,1101265577,"Россия, Москва, Марксистская улица, 20, стр. 8",office service,Продажа готового бизнеса и франшиз,business,пн-пт 10:00–19:00
1262,55.721746,37.621682,Блан де блан,1156995367,"Россия, Москва, Люсиновская улица, 36/50",cafe,Кафе,cafe,"ежедневно, 10:00–23:00"
1263,55.681747,37.631065,Академия риторики,1095258243,"Россия, Москва, Нагатинская улица, 3А",college,Тренинги,business,пн-пт 10:00–18:00
1264,55.69978,37.752358,Волжский,1657950735,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки, Волжский Бульвар квартал 113А, к1",malls,Торговый центр,malls,"ежедневно, 09:00–22:00"
1265,55.718111,37.607706,ТДЦ Шаболовский,42934049352,"Россия, Москва, улица Шаболовка, 34, стр. 3",malls,Торговый центр,malls,"ежедневно, 09:00–23:00"
1266,55.706305,37.601744,Realpro,1040192978,"Россия, Москва, 2-й Рощинский проезд, 8с5",office service,Рекламное агентство,business,пн-пт 10:00–20:00
1267,55.743937,37.634695,АМИ-Систем,1053043239,"Россия, Москва, Овчинниковская набережная, 20, стр. 1",office service,Бизнес-консалтинг,business,пн-пт 09:00–18:00
1268,55.686124,37.722572,Студия Тонус клуб,121657696094,"Россия, Москва, Шоссейная улица, 24/7",fitness,Фитнес-клуб,sport,"пн-пт 08:00–22:00; сб,вс 08:00–21:00"
1269,55.72077,37.630233,Business Recruitment,1299299999,"Россия, Москва, Партийный переулок, 1",office service,Кадровое агентство,business,пн-пт 09:00–18:00
1270,55.747022,37.6605,Global Business Development,47619023869,"Москва, Николоямская улица, 44/18,",fallback services,Маркетинговые услуги,business,пн-пт 10:00–19:00
1271,55.712014,37.611368,Салон красоты Тэги,112631903373,"Россия, Москва, улица Серпуховский Вал, 22, корп. 1",hairdressers,Парикмахерская,beauty,"ежедневно, 10:00–22:00"
1272,55.739741,37.691059,BadmClub,51161550413,"Россия, Москва, Рабочая улица, 53, стр. 2",fitness,"Спортивный клуб, секция",sport,"пн,вт,ср,пт 20:30–22:30"
1273,55.738018,37.572895,Булочная в Хамовниках,240018819749,"Россия, Москва, 1-й переулок Тружеников, 12, стр. 2",confectionary,"Булочная, пекарня",cafe,пн-пт 09:00–19:00
1274,55.713988,37.71866,ZohoProjects.ru,18287796127,"Россия, Москва, Волгоградский проспект, 43, корп. 3",office service,Бизнес-консалтинг,business,"ежедневно, круглосуточно"
1275,55.679607,37.546108,Воздух,138762246505,"Россия, Москва, улица Вавилова, 81, корп. 1",fitness,Центр йоги,sport,"пн-пт 09:00–21:00; сб,вс 11:00–17:00"
1276,55.745149,37.626861,Место Огонь,200655359051,"Россия, Москва, Пятницкая улица, 2/38с2",bars,"Бар, паб",cafe,"пн-чт 11:00–23:00; пт,сб 11:00–00:00; вс 11:00–23:00"
1277,55.713551,37.663599,Волна Успеха,1764649513,"Россия, Москва, Велозаводская улица, 4",sportcenter,Спортивная школа,sport,"ежедневно, 09:00–18:00"
1278,55.748717,37.538415,Panorama 360,7403727250,"Россия, Москва, Пресненская набережная, 2",attraction,Развлекательный центр,entertainment,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 10:00–23:00"
1279,55.729455,37.731175,Zамания,1719384874,"Россия, Москва, Рязанский проспект, 2к2",childrens playground,Детские игровые залы и площадки,entertainment,пн-сб 10:00–22:00
1280,55.712548,37.645779,Мадиани,22452455343,"Россия, Москва, 3-й Павелецкий проезд, 4",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
1281,55.728422,37.630332,ФСК Аквант,1385466493,"Россия, Москва, Большой Строченовский переулок, 10",fitness,"Спортивный клуб, секция",sport,пн-пт 10:00–14:00
1282,55.749511,37.537083,Федерация,79548356225,"Россия, Москва, Пресненская набережная, 12",office service,Продажа готового бизнеса и франшиз,business,пн-сб 09:00–19:00
1283,55.713367,37.675517,Elasto Beauty,1263552921,"Россия, Москва, 2-я улица Машиностроения, 9",medicine,"Медцентр, клиника",beauty,"ежедневно, 10:00–22:00"
1284,55.739698,37.65414,City Nails,28788793938,"Россия, Москва, улица Большие Каменщики, 1",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1285,55.709864,37.674002,Лето,1265873180,"Россия, Москва, 7-я Кожуховская улица, 9",fitness,Фитнес-клуб,sport,"ежедневно, круглосуточно"
1286,55.740644,37.681613,АН Всё Просто,11914017487,"Россия, Москва, Ковров переулок, 8, стр. 1",office service,Агентство недвижимости,services,пн-пт 10:00–20:00; сб 11:00–19:00
1287,55.727187,37.658104,Digital Business School,201532048434,"Россия, Москва, Крутицкая улица, 17, стр. 7",college,Дополнительное образование,business,пн-сб 10:00–19:00
1288,55.72878,37.623899,Scrocchiarella,195444987668,"Россия, Москва, Большая Серпуховская улица, 8/7с2",restaurants,Пиццерия,cafe,"ежедневно, 10:00–00:00"
1289,55.709632,37.616917,Развлекательный центр Фэстиф Парк,154694249112,"Россия, Москва, 2-я Рощинская улица, 4",attraction,Развлекательный центр,entertainment,"ежедневно, 10:00–22:00"
1290,55.690234,37.657591,БисквитиКо,116277653700,"Россия, Москва, Автозаводская улица, 23, корп. 3, стр. 931",confectionary,Кондитерская,cafe,пн-пт 10:00–20:00; сб 10:00–18:30; вс 11:00–16:30
1291,55.739164,37.525809,Че Гевара,109530933765,"Россия, Москва, Кутузовский проспект, 36А, стр. 3",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–23:00"
1292,55.689238,37.6019,Zамания,23075562599,"Россия, Москва, Большая Черёмушкинская улица, 1",childrens playground,Детские игровые залы и площадки,cafe,пн-сб 10:00–22:00
1293,55.742214,37.652982,Burger Heroes,213742803175,"Россия, Москва, Нижняя Радищевская улица, 5, стр. 1",fast food,Быстрое питание,cafe,"ежедневно, 11:00–23:45"
1294,55.73944,37.633179,Правда кофе,168043127675,"Россия, Москва, Большая Татарская улица, 26",cafe,Кофейня,cafe,"пн-пт 07:30–21:00; сб,вс 08:00–20:00"
1295,55.749777,37.714196,In-beauty,94530483490,"Россия, Москва, шоссе Энтузиастов, 18",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1296,55.738596,37.628613,Голд Бизнес Консалтинг,1117513012,"Россия, Москва, Пятницкая улица, 37",office service,Бухгалтерские услуги,business,пн-чт 09:30–18:30; пт 09:30–17:00
1297,55.688251,37.604595,Космик,175971751903,"Россия, Москва, Севастопольский проспект, 11Е",childrens playground,Детские игровые залы и площадки,entertainment,пн-пт 12:00–23:00; сб 10:00–18:00
1298,55.746692,37.660982,Принтэкс,1113301202,"Россия, Москва, Пестовский переулок, 16, стр. 2",printing services,Типография,services,пн-пт 10:00–18:00
1299,55.664091,37.546255,Save the Beauty,203707376710,"Россия, Москва, Профсоюзная улица, 68к2",spa,Косметология,beauty,"пн-пт 10:00–21:00; сб,вс 10:00–20:00"
1300,55.729435,37.633922,NailMaker Bar,9931476918,"Россия, Москва, Большая Пионерская улица, 4",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1301,55.699648,37.637654,Viksol’ beauty,230261314527,"Россия, Москва, улица Архитектора Щусева, 1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1302,55.724706,37.74322,Ayub,232142180355,"Россия, Москва, 2-й Грайвороновский проезд, 42, корп. 1",fitness,"Спортивный клуб, секция",sport,пн-пт 16:00–22:00; сб 12:30–16:00
1303,55.723853,37.626883,Тбилисо,64330030406,"Россия, Москва, Большая Серпуховская улица, 29",restaurants,Ресторан,cafe,"ежедневно, 11:00–23:00"
1304,55.743839,37.625105,Ромбус,1862052859,"Россия, Москва, улица Большая Ордынка, 13/9с1",cafe,Кафе,cafe,"ежедневно, 12:00–23:00"
1305,55.735885,37.59719,Новая Лига,103029176737,"Россия, Москва, Турчанинов переулок, 3с1",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–23:00"
1306,55.747115,37.539078,Москва Сити,242812373922,"Россия, Москва, Пресненская набережная, 8, стр. 1",office service,Бизнес-консалтинг,business,"ежедневно, 10:00–22:00"
1307,55.732692,37.562344,Нэо центр,181957541400,"Россия, Москва, Большой Саввинский переулок, 12, стр. 8",office service,Бизнес-консалтинг,business,пн-пт 09:00–18:00
1308,55.697646,37.500431,Spirit. fitness,30144193693,"Россия, Москва, Мичуринский проспект, вл27",fitness,Фитнес-клуб,sport,"ежедневно, 07:00–00:00"
1309,55.730385,37.661841,Резидент,60911203249,"Россия, Москва, 3-й Крутицкий переулок, 15",office service,Агентство недвижимости,services,пн-пт 10:00–21:00
1310,55.656407,37.527373,Art Business Travel Cafe,57567968185,"Россия, Москва, улица Обручева, 30/1с1",office service,Организация и обслуживание выставок,business,пн-пт 10:00–19:00
1311,55.73578,37.591457,Нотариус Корсик К. А.,1005838945,"Россия, Москва, Зубовский бульвар, 15, стр. 2",office service,Нотариусы,services,пн-пт 10:00–18:00; сб 10:00–15:00
1312,55.736802,37.594324,Les,120021799859,"Россия, Москва, Зубовский бульвар, 2, стр. 5",cafe,Кофейня,cafe,"пн-пт 09:00–21:00; сб,вс 10:00–21:00"
1313,55.659622,37.747738,GL Beauty,49463839249,"Россия, Москва, улица Перерва, 43",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1314,55.726589,37.652304,Кислород,186124128622,"Россия, Москва, Дербеневская улица, 1",fallback services,Видеосъёмка,services,"пн-пт 10:00–20:00, перерыв 12:00–13:00; сб,вс 12:00–17:00"
1315,55.70492,37.572306,Студия красоты With Love,64327144311,"Россия, Москва, улица Академика Зелинского, 6",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1316,55.658009,37.606184,Многопрофильный медицинский центр ВанКлиник,1006979259,"Россия, Москва, Симферопольский бульвар, 10, корп. 1",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–21:00"
1317,55.669667,37.557125,МИЭЛЬ,1390931808,"Россия, Москва, улица Гарибальди, 36",office service,Агентство недвижимости,business,"пн-пт 09:00–21:00; сб,вс 10:00–18:00"
1318,55.71138,37.652374,Ucms Group,1092949096,"Россия, Москва, улица Ленинская Слобода, 26, стр. 5",office service,Аутсорсинг,business,пн-пт 09:00–18:00
1319,55.730148,37.636333,Starbucks,1062783648,"Россия, Москва, Павелецкая площадь, 2, стр. 2",cafe,Кофейня,cafe,"пн-пт 07:30–22:00; сб,вс 08:30–22:00"
1320,55.706478,37.731926,СШОР Москвич,107962239245,"Россия, Москва, Волгоградский проспект, 46/15с7",fitness,Фитнес-клуб,sport,"ежедневно, 07:00–23:00"
1321,55.664363,37.517324,Beauty Lab № 1,1222638034,"Россия, Москва, Ленинский проспект, 105, корп. 3",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1322,55.708295,37.622171,GamePark,1140062779,"Россия, Москва, Большая Тульская улица, 13",malls,"Магазин дисков BD, CD, DVD",entertainment,"ежедневно, 10:00–22:00"
1323,55.672425,37.576852,Семейная пекарня,93344645218,"Россия, Москва, Нахимовский проспект, 33/2",confectionary,"Булочная, пекарня",cafe,"пн-пт 08:00–21:00; сб,вс 10:00–21:00"
1324,55.743121,37.578897,Жёлтый император,1014691758,"Россия, Москва, Ружейный переулок, 4, стр. 3",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–21:00"
1325,55.708039,37.627052,Nail Garden,197239521977,"Россия, Москва, Гамсоновский переулок, 5с3",spa,Ногтевая студия,beauty,"ежедневно, 09:00–22:00"
1326,55.702906,37.511508,Milk&Beans,189522438311,"Россия, Москва, Мичуринский проспект, 5",cafe,Кофейня,cafe,"ежедневно, 08:00–22:00"
1327,55.688259,37.585292,Санти,209877828669,"Россия, Москва, улица Винокурова, 6",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
1328,55.710166,37.58545,Илья Муромец,1176718621,"Россия, Москва, Ленинский проспект, 37",restaurants,Ресторан,cafe,"ежедневно, 10:00–23:00"
1329,55.704022,37.625603,Драйвер HR,90726309098,"Россия, Москва, Варшавское шоссе, 1, стр. 2",office service,Бизнес-консалтинг,business,пн-пт 09:00–19:00
1330,55.736995,37.688755,Кенгуру,1124780092,"Россия, Москва, Нижегородская улица, 32, стр. А",fitness,Фитнес-клуб,sport,"ежедневно, круглосуточно"
1331,55.719133,37.616644,Дентомир,1944053631,"Россия, Москва, Хавская улица, 1",medicine,"Медцентр, клиника",medicine,"ежедневно, 10:00–21:00"
1332,55.735166,37.583898,TOPGUN,1907210671,"Россия, Москва, улица Льва Толстого, 23, корп. 1",hairdressers,Барбершоп,beauty,"ежедневно, 10:00–22:00"
1333,55.706989,37.612641,Frost,144547909068,"Россия, Москва, 1-й Нижний Михайловский проезд, 1",fallback services,Фотоуслуги,services,"ежедневно, 10:00–20:00"
1334,55.710122,37.664798,Центр услуг для бизнеса,1208708678,"Россия, Москва, Автозаводская улица, 1",office,Коворкинг,business,пн-чт 09:00–18:00; пт 09:00–16:45
1335,55.746897,37.539263,"Московский финансово-юридический университет, Бизнес-школа",1025582752,"Россия, Москва, Пресненская набережная, 8, стр. 1",college,ВУЗ,business,пн-пт 10:00–22:00; сб 10:00–16:00
1336,55.712869,37.613019,Копировальный автомат А4,1367742743,"Россия, Москва, Хавская улица, 26",printing services,Копировальный центр,services,"ежедневно, 08:00–20:00"
1337,55.70388,37.615964,Krishairs,1312020054,"Россия, Москва, Духовской переулок, 17, стр. 15",spa,Салон красоты,beauty,вт-сб 11:00–20:00
1338,55.728472,37.630231,Школа плавания SwimLessons,205299456970,"Россия, Москва, Большой Строченовский переулок, 10",swimming pool,Бассейн,sport,"ежедневно, 07:00–22:00"
1339,55.724738,37.62528,Колор_Студия,224858496083,"Россия, Москва, Большая Серпуховская улица, 34, корп. 5",spa,Салон красоты,beauty,"пн-пт 10:00–22:00; сб,вс 12:00–20:00"
1340,55.737583,37.602822,Vera Coffee&Tea,47085354765,"Россия, Москва, Пречистенская набережная, 11, стр. 2",cafe,Кофейня,cafe,пн-пт 08:20–21:00; сб 08:20–18:00; вс 08:20–17:00
1341,55.744834,37.636035,Копицентр/типография Распечатка.com,173137303369,"Россия, Москва, Садовническая улица, 42, стр. 7",printing services,Копировальный центр,services,пн-пт 08:45–20:00; сб 09:00–15:00
1342,55.7404,37.658535,Таганский,1202755356,"Россия, Москва, Марксистская улица, 1к1",malls,Торговый центр,malls,"ежедневно, 09:00–21:00"
1343,55.717518,37.618614,Velorace,43565691168,"Россия, Москва, Мытная улица, 52",fitness,"Спортивный, тренажёрный зал",sport,"пн-пт 07:00–22:00; сб,вс 09:00–21:00"
1344,55.679996,37.5728,Спортивная школа художественной гимнастики и акробатики FitnessDeti,27727207356,"Россия, Москва, улица Кржижановского, 15, корп. 4",sportcenter,Спортивная школа,sport,"ежедневно, 10:00–22:00"
1345,55.710281,37.665183,Business For Sale,1940147413,"Россия, Москва, Автозаводская улица, 1",office service,Продажа готового бизнеса и франшиз,business,"ежедневно, 09:00–21:00"
1346,55.710656,37.599444,Нотариус Лысякова О. С.,1038084596,"Россия, Москва, 3-й Донской проезд, 1",office service,Нотариусы,services,пн-чт 10:00–19:00; пт 10:00–16:00; сб 10:00–15:00
1347,55.703807,37.502754,Beauty Stop,192993572280,"Россия, Москва, улица Столетова, 7",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1348,55.745529,37.589473,Нотариус Майоров П. Ю.,208343320302,"Россия, Москва, Плотников переулок, 10",office service,Нотариусы,services,пн-пт 10:00–19:00
1349,55.743416,37.577175,Mashfilm,229535641588,"Россия, Москва, 4-й Ростовский переулок, 2, стр. 1",fallback services,Видеосъёмка,services,пн-пт 11:00–18:00
1350,55.696866,37.625668,Prime,85428035157,"Россия, Москва, Новоданиловская набережная, 10",cafe,Кафе,cafe,пн-пт 08:00–20:00
1351,55.744271,37.703443,Тхэквондо Цспр,45873421498,"Россия, Москва, Перовский проезд, 9",fitness,"Спортивный клуб, секция",sport,"пн,ср,пт 17:00–19:30"
1352,55.706332,37.625613,Московский Дом Ресторатора,1273957544,"Россия, Москва, Гамсоновский переулок, 2, стр. 10",college,Курсы и мастер-классы,business,"ежедневно, 10:00–20:00"
1353,55.739645,37.65417,Салон эпиляции и косметологии My-laser,152421867758,"Россия, Москва, улица Большие Каменщики, 1",spa,Косметология,beauty,"ежедневно, 09:30–21:30"
1354,55.734608,37.627193,Singer,7474207507,"Россия, Москва, Пятницкая улица, 52, стр. 2",concert hall,Караоке-клуб,cafe,"ежедневно, 18:00–06:00"
1355,55.704513,37.513287,Osteria Mario,219167386536,"Россия, Москва, Мичуринский проспект, 3",restaurants,Ресторан,cafe,"ежедневно, 10:00–23:00"
1356,55.726435,37.579323,Ариан,64386937005,"Россия, Москва, Комсомольский проспект, 28",office service,Агентство недвижимости,services,"пн-пт 10:00–19:00; сб,вс 11:00–17:00"
1357,55.742544,37.625702,Нотариус Валдаев В. Е.,1061873810,"Россия, Москва, улица Большая Ордынка, 17, стр. 1",office service,Нотариусы,services,пн-чт 10:00–16:00; пт 10:00–15:00
1358,55.71446,37.62431,Эр-альянс-групп,175911714055,"Россия, Москва, Подольское шоссе, 8к5",office service,Агентство недвижимости,services,"ежедневно, 10:00–19:00, перерыв 13:00–14:00"
1359,55.744632,37.566072,Европейский,1113219372,"Россия, Москва, площадь Киевского Вокзала, 2",malls,Торговый центр,malls,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00"
1360,55.749369,37.53769,Practicum Group,1664875306,"Россия, Москва, Пресненская набережная, 12",college,Тренинги,business,пн-пт 09:00–18:00
1361,55.74137,37.66499,Риальто,1231417158,"Россия, Москва, Большой Факельный переулок, 9/11",restaurants,Ресторан,cafe,"пн-чт 12:00–22:00; пт,сб 12:00–23:00; вс 12:00–22:00"
1362,55.733042,37.671794,Волгоградский-1,73692370635,"Россия, Москва, Волгоградский проспект, 1, стр. 1",malls,Торговый центр,malls,"ежедневно, 10:00–21:00"
1363,55.722674,37.557942,Инвест 7,128370889787,"Россия, Москва, улица Хамовнический Вал, 36",office service,Продажа и аренда коммерческой недвижимости,services,пн-пт 09:00–19:30
1364,55.747064,37.642833,Бизнес Лайф,170528694265,"Россия, Москва, Котельническая набережная, 1/15",office service,Бизнес-консалтинг,business,пн-пт 10:00–18:00
1365,55.747894,37.706247,Легород,165375191296,"Россия, Москва, шоссе Энтузиастов, 12, корп. 2",childrens playground,Детские игровые залы и площадки,entertainment,пн-сб 10:00–22:00
1366,55.722157,37.651556,107 Студио,147455589930,"Россия, Москва, Дербеневская набережная, 7, стр. 22",spa,Салон красоты,beauty,пн-сб 10:00–22:00
1367,55.750479,37.643354,Business School MasterBrand,222833046399,"Россия, Москва, Яузская улица, 1/15с1",office service,Бизнес-консалтинг,business,пн-пт 10:00–19:00
1368,55.721392,37.516701,КТ Бюро,42031546905,"Россия, Москва, Мосфильмовская улица, 42, стр. 1",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
1369,55.722242,37.653433,Москенкай,1179015466,"Россия, Москва, Дербеневская набережная, 7, стр. 6",fitness,"Спортивный клуб, секция",sport,"вт,чт 19:30–21:00; сб 12:30–14:00"
1370,55.703987,37.626187,Инициатива,49070283347,"Россия, Москва, Варшавское шоссе, 1с1-2",office service,Бизнес-консалтинг,business,пн-пт 09:00–18:00
1371,55.650333,37.595914,ТЦ Севастополь,26726809821,"Россия, Москва, Большая Юшуньская улица, 1А, корп. 3",malls,Торговый центр,malls,"ежедневно, 10:00–20:00"
1372,55.741632,37.689763,Вдохновение,1008671600,"Россия, Москва, Новорогожская улица, 25, стр. 4",fitness,Спортивный комплекс,sport,"ежедневно, 08:00–20:00"
1373,55.746429,37.655913,Кудо Титан,1250074356,"Россия, Москва, улица Земляной Вал, 71, стр. 2",fitness,"Спортивный клуб, секция",sport,"пн,ср,пт 19:30–21:30"
1374,55.71553,37.620312,Фирма-Вега,1005620704,"Россия, Москва, Мытная улица, 27",office service,Регистрация и ликвидация предприятий,business,"ежедневно, 10:00–18:00"
1375,55.720905,37.60072,Стимул Групп,1403355809,"Россия, Москва, Ленинский проспект, 15А",office service,Продажа и аренда коммерческой недвижимости,services,пн-пт 10:00–19:00
1376,55.737684,37.650145,Клиника 120 на 80,1219379261,"Россия, Москва, Народная улица, 14с1",medicine,"Медцентр, клиника",medicine,пн-пт 09:00–21:00
1377,55.751988,37.58703,Stand-Up Club № 1,1762225206,"Россия, Москва, улица Новый Арбат, 21, стр. 1",restaurants,Ресторан,entertainment,"пн-ср 18:00–22:00; чт 19:00–23:00; пт,сб 17:30–23:00; вс 17:00–22:30"
1378,55.701314,37.537155,"Спортивный, тренажерный зал",1793160034,"Россия, Москва, микрорайон Ленинские Горы, 1, стр. 70",fitness,"Спортивный, тренажёрный зал",sport,пн-сб 08:00–21:00
1379,55.710027,37.623834,IL Патио,1006239439,"Россия, Москва, Большая Тульская улица, 11",restaurants,Ресторан,cafe,"пн-пт 11:00–22:00; сб,вс 12:00–22:00"
1380,55.699832,37.623309,Кулинарная лавка братьев Караваевых,220690533302,"Россия, Москва, Варшавское шоссе, 9, стр. 1Б",cafe,Кафе,cafe,"ежедневно, 08:00–23:00"
1381,55.688022,37.596442,Академия имиджа Арман-Мари,1029341375,"Россия, Москва, Большая Черёмушкинская улица, 11, корп. 3",spa,Салон красоты,beauty,"ежедневно, 09:00–22:00"
1382,55.692866,37.659379,ДокторПроф,140848049272,"Россия, Москва, Проектируемый проезд № 4062, 6, стр. 2",medicine,"Медцентр, клиника",medicine,пн-пт 09:00–21:00; сб 09:00–17:00
1383,55.718907,37.631308,Планета Спорта,174446465536,"Россия, Москва, 3-й Павловский переулок, 1, корп. 57, стр. 3",office service,Продажа готового бизнеса и франшиз,business,пн-пт 10:00–19:00
1384,55.731817,37.585301,Альтиссимо,1004230367,"Россия, Москва, Пуговишников переулок, 11",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1385,55.758114,37.546974,Центр восточной медицины Парамита,1003332946,"Россия, Москва, Шмитовский проезд, 16, стр. 2",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–21:00"
1386,55.733071,37.714096,Легенда,14133415336,"Россия, Москва, Нижегородская улица, 29-33с7",fitness,"Спортивный клуб, секция",sport,пн-пт 11:00–22:00; сб 11:00–15:00
1387,55.739055,37.621913,Бьюти Босс,124070215757,"Россия, Москва, Пыжёвский переулок, 5, стр. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1388,55.710124,37.654601,Панорама Риэлти,187889847443,"Россия, Москва, улица Ленинская Слобода, 26",office service,Агентство недвижимости,services,пн-пт 10:00–20:00
1389,55.709978,37.598362,Dudu,20020223399,"Россия, Москва, улица Орджоникидзе, 9, корп. 1",restaurants,Ресторан,cafe,пн-сб 09:00–00:00; вс 09:00–23:00
1390,55.683828,37.572693,Бойцовский клуб Клинч,4977391642,"Россия, Москва, улица Кедрова, 13, корп. 1",fitness,"Спортивный клуб, секция",sport,"ежедневно, 10:00–23:00"
1391,55.713984,37.616892,F-Lab - клуб единоборств и фитнеса на Тульской,1800975448,"Россия, Москва, Городская улица, 8",fitness,"Спортивный клуб, секция",sport,"пн 08:00–23:00; вт 09:00–23:00; ср 08:00–23:00; чт 09:00–23:00; пт 08:00–23:00; сб,вс 09:00–21:00"
1392,55.728907,37.625732,Finch Coffee,10033461831,"Россия, Москва, Большая Серпуховская улица, 5",cafe,Кофейня,cafe,"пн-пт 07:30–21:00; сб,вс 10:00–21:00"
1393,55.731862,37.607706,Чайка,15652576260,"Россия, Москва, улица Крымский Вал, 8, корп. 2",fitness,"Спортивный клуб, секция",sport,"ежедневно, 15:00–20:00"
